1,1,54.43,62.03,122.32999999999998,56.78999999999999,1,1,1.0
1,2,99.39,0.31,219.92000000000002,63.169999999999995,1,1,1.0
1,3,313.46,0.31,396.54,113.47,1,1,1.0
2,1,33.46,56.79,122.32999999999998,56.79,1,1,1.0
2,2,99.39,0.31,219.92000000000002,63.169999999999995,1,1,1.0
2,3,313.46,0.31,396.54,113.47,1,1,1.0
3,1,19.04,53.73,115.36000000000001,56.79,1,1,1.0
3,2,99.39,0.31,219.92000000000002,63.169999999999995,1,1,1.0
3,3,313.46,0.31,396.54,113.47,1,1,1.0
4,1,4.62,50.67,108.78,54.629999999999995,1,1,1.0
4,2,99.39,0.31,219.92000000000002,63.169999999999995,1,1,1.0
4,3,313.46,0.31,396.54,113.47,1,1,1.0
5,1,0.0,49.94,94.8,50.66,1,1,1.0
5,2,99.39,0.31,219.92000000000002,63.169999999999995,1,1,1.0
5,3,313.46,0.31,396.54,113.47,1,1,1.0
6,1,0.12,47.88,76.85,48.589999999999996,1,1,1.0
6,2,99.39,0.31,219.92000000000002,63.169999999999995,1,1,1.0
6,3,313.46,0.31,396.54,113.47,1,1,1.0
7,1,0.24,45.81,58.89,46.519999999999996,1,1,0.0
7,2,99.39,0.31,219.92000000000002,63.169999999999995,1,1,1.0
7,3,313.46,0.31,396.54,113.47,1,1,1.0
8,1,0.36,43.75,40.94,44.45,1,1,0.0
8,2,99.39,0.31,219.92000000000002,63.169999999999995,1,1,1.0
8,3,313.46,0.31,396.54,113.47,1,1,1.0
9,1,0.36,43.75,26.34,38.25,1,1,0.0
9,2,99.39,0.31,219.92000000000002,63.169999999999995,1,1,1.0
9,3,313.46,0.31,396.54,113.47,1,1,1.0
10,1,0.36,50.3,12.84,25.900000000000006,1,1,0.0
10,4,916.02,189.89,43.98000000000002,79.63,1,1,1.0
10,2,99.39,0.31,219.92000000000002,63.169999999999995,1,1,1.0
10,3,313.46,0.31,396.54,113.47,1,1,1.0
11,4,870.3,180.7,89.70000000000005,88.82,1,1,1.0
11,2,99.39,0.31,219.92000000000002,63.169999999999995,1,1,1.0
11,3,313.46,0.31,396.54,113.47,1,1,1.0
12,4,823.96,168.3,136.03999999999996,96.59999999999997,1,1,0.0
12,2,99.39,0.31,219.92000000000002,63.169999999999995,1,1,1.0
12,3,313.46,0.31,396.54,113.47,1,1,1.0
13,4,782.84,160.5,177.15999999999997,103.10000000000002,1,1,0.0
13,2,99.39,0.31,219.92000000000002,63.169999999999995,1,1,1.0
13,3,313.46,0.31,396.54,113.47,1,1,1.0
14,4,740.09,151.69,219.90999999999997,110.25999999999999,1,1,0.0
14,2,99.39,0.31,219.92000000000002,63.169999999999995,1,1,1.0
14,3,313.46,0.31,396.54,113.47,1,1,1.0
15,4,697.33,142.88,262.66999999999996,117.42000000000002,1,1,1.0
15,2,99.39,0.31,219.92000000000002,63.169999999999995,1,1,1.0
15,3,313.46,0.31,396.54,113.47,1,1,1.0
16,4,660.13,135.05,257.66999999999996,114.38,1,1,1.0
16,5,0.0,165.83,50.32,83.63,1,1,0.0
16,2,99.39,0.31,219.92000000000002,63.169999999999995,1,1,1.0
16,3,313.46,0.31,396.54,113.47,1,1,1.0
17,4,622.93,127.23,252.67000000000007,111.33999999999999,1,1,1.0
17,5,0.0,165.83,72.2,95.86999999999998,1,1,0.0
17,2,99.39,0.31,219.92000000000002,63.169999999999995,1,1,1.0
17,3,313.46,0.31,396.54,113.47,1,1,1.0
18,4,585.72,119.4,247.67999999999995,108.29999999999998,1,1,1.0
18,5,0.0,165.83,72.2,95.86999999999998,1,1,1.0
18,2,99.39,0.31,219.92000000000002,63.169999999999995,1,1,1.0
18,3,313.46,0.31,396.54,113.47,1,1,1.0
19,4,551.74,115.62,241.49,103.81,1,1,1.0
19,5,0.0,173.26,106.7,110.74000000000001,1,1,1.0
19,2,99.39,0.31,219.92000000000002,63.169999999999995,1,1,1.0
19,3,313.46,0.31,396.54,113.47,1,1,1.0
20,4,517.75,111.85,235.32000000000005,99.32,1,1,1.0
20,5,0.0,180.69,141.2,125.61000000000001,1,1,1.0
20,2,99.39,0.31,219.92000000000002,63.169999999999995,1,1,1.0
20,3,313.46,0.31,396.54,113.47,1,1,1.0
21,4,483.77,108.07,229.13,94.83000000000001,1,1,1.0
21,5,4.95,188.84,164.22,131.73,1,1,1.0
21,2,99.39,0.31,219.92000000000002,63.169999999999995,1,1,1.0
21,3,313.46,0.31,396.54,113.47,1,1,1.0
22,4,457.01,103.07,219.15999999999997,91.6,1,1,1.0
22,5,9.9,197.0,187.23,137.82999999999998,1,1,1.0
22,2,99.39,0.31,219.92000000000002,63.169999999999995,1,1,1.0
22,3,313.46,0.31,396.54,113.47,1,1,1.0
23,4,430.25,98.06,209.17999999999995,88.37,1,1,1.0
23,5,14.85,205.15,210.25,143.95000000000002,1,1,1.0
23,2,99.39,0.31,219.92000000000002,63.169999999999995,1,1,1.0
23,3,313.46,0.31,396.54,113.47,1,1,1.0
24,4,403.49,93.06,199.21000000000004,85.13999999999999,1,1,1.0
24,5,37.57,216.24,225.38,153.26,1,1,1.0
24,2,99.39,0.31,219.92000000000002,63.169999999999995,1,1,1.0
24,3,313.46,0.31,396.54,113.47,1,1,1.0
25,4,379.34,89.14,193.45999999999998,82.89,1,1,1.0
25,5,60.29,227.32,240.51000000000002,162.57999999999998,1,1,1.0
25,2,99.39,0.31,219.92000000000002,63.169999999999995,1,1,1.0
25,3,313.46,0.31,396.54,113.47,1,1,1.0
26,4,355.19,85.23,187.70999999999998,80.64,1,1,1.0
26,5,83.01,238.4,255.64,171.9,1,1,1.0
26,2,99.39,0.31,219.92000000000002,63.169999999999995,1,1,1.0
26,3,313.46,0.31,396.54,113.47,1,1,1.0
27,4,331.04,81.31,181.95999999999998,78.38999999999999,1,1,1.0
27,5,114.18,250.05,276.32,185.88,1,1,1.0
27,2,99.39,0.31,219.92000000000002,63.169999999999995,1,1,1.0
27,3,313.46,0.31,396.54,113.47,1,1,1.0
28,4,310.73,78.12,174.66999999999996,76.21000000000001,1,1,1.0
28,5,145.34,261.7,297.01,199.87,1,1,1.0
28,2,99.39,0.31,219.92000000000002,63.169999999999995,1,1,1.0
28,3,313.46,0.31,396.54,113.47,1,1,1.0
29,4,290.42,74.92,167.38,74.05,1,1,1.0
29,5,176.51,273.35,317.69,213.84999999999997,1,1,1.0
29,6,915.11,183.48,44.889999999999986,69.03,1,1,0.0
29,2,99.39,0.31,219.92000000000002,63.169999999999995,1,1,1.0
29,3,313.46,0.31,396.54,113.47,1,1,1.0
30,4,270.11,71.72,160.08999999999997,71.88,1,1,1.0
30,5,214.52,290.39,346.53,223.21000000000004,1,1,1.0
30,6,867.05,172.13,92.95000000000005,77.33000000000001,1,1,0.0
30,2,99.39,0.31,219.92000000000002,63.169999999999995,1,1,1.0
30,3,313.46,0.31,396.54,113.47,1,1,1.0
31,4,251.47,67.59,156.42999999999998,71.13999999999999,1,1,1.0
31,5,252.53,307.43,375.37,232.57,1,1,1.0
31,6,818.99,160.77,141.01,85.63,1,1,1.0
31,2,99.39,0.31,219.92000000000002,63.169999999999995,1,1,1.0
31,3,313.46,0.31,396.54,113.47,1,1,1.0
32,4,232.82,63.45,152.78000000000003,70.42,1,1,1.0
32,5,299.71,327.96,396.34,212.04000000000002,1,1,1.0
32,6,773.74,145.91,186.26,99.19,1,1,1.0
32,2,99.39,0.31,219.92000000000002,63.169999999999995,1,1,1.0
32,3,313.46,0.31,396.54,113.47,1,1,1.0
33,4,214.17,59.31,149.13000000000002,69.69,1,1,1.0
33,5,346.89,348.5,417.31000000000006,191.5,1,1,1.0
33,6,728.48,131.06,231.51999999999998,112.74000000000001,1,1,1.0
33,2,99.39,0.31,219.92000000000002,63.169999999999995,1,1,1.0
33,3,313.46,0.31,396.54,113.47,1,1,1.0
34,4,199.14,57.35,143.93,67.15,1,1,1.0
34,5,407.19,370.78,430.85999999999996,169.22000000000003,1,1,1.0
34,6,688.99,123.44,235.76,108.50999999999999,1,1,1.0
34,2,99.39,0.31,219.92000000000002,63.169999999999995,1,1,1.0
34,3,313.46,0.31,396.54,113.47,1,1,1.0
35,4,184.11,55.38,138.71999999999997,64.62,1,1,1.0
35,5,467.48,393.06,444.41999999999996,146.94,1,1,1.0
35,6,649.51,115.83,239.99,104.27,1,1,1.0
35,7,914.23,21.75,45.43999999999994,54.17,1,1,0.0
35,2,99.39,0.31,219.92000000000002,63.169999999999995,1,1,1.0
35,3,313.46,0.31,396.54,113.47,1,1,1.0
36,4,169.08,53.41,133.52,62.09,1,1,1.0
36,5,550.92,421.9,385.0300000000001,118.10000000000002,1,1,1.0
36,6,614.15,109.62,231.92000000000007,100.88,1,1,1.0
36,7,899.38,21.75,60.620000000000005,56.75,1,1,1.0
36,2,99.39,0.31,219.92000000000002,63.169999999999995,1,1,1.0
36,3,313.46,0.31,396.54,113.47,1,1,1.0
37,4,155.04,51.02,129.73,61.10999999999999,1,1,1.0
37,5,634.37,450.73,325.63,89.26999999999998,1,1,0.0
37,6,578.8,103.42,223.83000000000004,97.48,1,1,1.0
37,7,880.16,17.4,65.84000000000003,59.35,1,1,1.0
37,2,99.39,0.31,219.92000000000002,63.169999999999995,1,1,1.0
37,3,313.46,0.31,396.54,113.47,1,1,1.0
38,4,140.99,48.64,125.94,60.129999999999995,1,1,1.0
38,5,634.37,450.73,325.63,89.26999999999998,1,1,0.0
38,6,543.45,97.21,215.75,94.09000000000002,1,1,1.0
38,7,863.84,14.2,65.85000000000002,59.349999999999994,1,1,1.0
38,2,99.39,0.31,219.92000000000002,63.169999999999995,1,1,1.0
38,3,313.46,0.31,396.54,113.47,1,1,1.0
39,4,126.94,46.25,122.16,59.150000000000006,1,1,1.0
39,6,512.23,91.95,208.97000000000003,90.71999999999998,1,1,1.0
39,7,847.53,10.99,65.85000000000002,59.35999999999999,1,1,1.0
39,2,99.39,0.31,219.92000000000002,63.169999999999995,1,1,1.0
39,3,313.46,0.31,396.54,113.47,1,1,1.0
40,4,114.16,44.0,119.47,58.17,1,1,1.0
40,6,481.02,86.68,202.18000000000006,87.35,1,1,1.0
40,7,831.22,7.79,65.85000000000002,59.35,1,1,1.0
40,2,99.39,0.31,219.92000000000002,63.169999999999995,1,1,1.0
40,3,313.46,0.31,396.54,113.47,1,1,1.0
41,4,101.38,41.75,116.78999999999999,57.18000000000001,1,1,1.0
41,6,449.8,81.42,195.40000000000003,83.98,1,1,1.0
41,7,816.08,6.33,65.26999999999998,59.36,1,1,1.0
41,2,99.39,0.31,219.92000000000002,63.169999999999995,1,1,1.0
41,3,313.46,0.31,396.54,113.47,1,1,1.0
42,4,88.6,39.51,114.1,56.190000000000005,1,1,1.0
42,6,423.47,77.84,187.89999999999998,80.59,1,1,1.0
42,7,800.93,4.88,64.69000000000005,59.35,1,1,1.0
42,2,99.39,0.31,219.92000000000002,63.169999999999995,1,1,1.0
42,3,313.46,0.31,396.54,113.47,1,1,1.0
43,4,76.94,37.26,111.43,55.51,1,1,1.0
43,6,397.15,74.27,180.38,77.2,1,1,1.0
43,7,785.79,3.42,64.11000000000001,59.35,1,1,1.0
43,2,99.39,0.31,219.92000000000002,63.169999999999995,1,1,1.0
43,3,313.46,0.31,396.54,113.47,1,1,1.0
44,4,65.28,35.01,108.75,54.82,1,1,1.0
44,6,370.82,70.7,172.88000000000005,73.8,1,1,1.0
44,7,771.81,2.11,61.49000000000001,57.18,1,1,1.0
44,2,99.39,0.31,219.92000000000002,63.169999999999995,1,1,1.0
44,3,313.46,0.31,396.54,113.47,1,1,1.0
45,4,53.62,32.76,106.07999999999998,54.14000000000001,1,1,1.0
45,6,348.07,66.37,166.85999999999996,73.63,1,1,1.0
45,7,757.83,0.8,58.870000000000005,55.0,1,1,1.0
45,2,99.39,0.31,219.92000000000002,63.169999999999995,1,1,1.0
45,3,313.46,0.31,396.54,113.47,1,1,1.0
46,4,43.74,31.68,103.63,53.050000000000004,1,1,1.0
46,6,325.32,62.05,160.85000000000002,73.45,1,1,1.0
46,7,752.15,0.4,49.700000000000045,53.65,1,1,1.0
46,2,99.39,0.31,219.92000000000002,63.169999999999995,1,1,1.0
46,3,313.46,0.31,396.54,113.47,1,1,1.0
47,4,33.86,30.59,101.17,51.97999999999999,1,1,1.0
47,6,302.56,57.72,154.83999999999997,73.28,1,1,1.0
47,7,746.47,0.0,40.52999999999997,52.3,1,1,0.0
47,2,99.39,0.31,219.92000000000002,63.169999999999995,1,1,1.0
47,3,313.46,0.31,396.54,113.47,1,1,1.0
48,4,23.97,29.5,98.73,50.900000000000006,1,1,1.0
48,6,283.95,54.9,150.05,71.88,1,1,1.0
48,7,748.2,0.0,23.069999999999936,50.56,1,1,0.0
48,2,99.39,0.31,219.92000000000002,63.169999999999995,1,1,1.0
48,3,313.46,0.31,396.54,113.47,1,1,1.0
49,4,16.08,27.87,95.12,50.16,1,1,1.0
49,6,265.33,52.08,145.27000000000004,70.47,1,1,1.0
49,2,99.39,0.31,219.92000000000002,63.169999999999995,1,1,1.0
49,3,313.46,0.31,396.54,113.47,1,1,1.0
50,4,8.19,26.23,91.51,49.44,1,1,1.0
50,6,246.72,49.26,140.48,69.07,1,1,1.0
50,2,99.39,0.31,219.92000000000002,63.169999999999995,1,1,1.0
50,3,313.46,0.31,396.54,113.47,1,1,1.0
51,4,0.3,24.6,87.9,48.699999999999996,1,1,1.0
51,6,228.1,46.44,135.70000000000002,67.66,1,1,1.0
51,2,99.39,0.31,219.92000000000002,63.169999999999995,1,1,1.0
51,3,313.46,0.31,396.54,113.47,1,1,1.0
52,4,0.17,22.97,77.83,47.08,1,1,1.0
52,6,211.55,44.37,132.12,64.66,1,1,1.0
52,2,99.39,0.31,219.92000000000002,63.169999999999995,1,1,1.0
52,3,313.46,0.31,396.54,113.47,1,1,1.0
53,4,0.03,21.34,67.77,45.459999999999994,1,1,0.0
53,6,195.01,42.31,128.51999999999998,61.66,1,1,1.0
53,2,99.39,0.31,219.92000000000002,63.169999999999995,1,1,1.0
53,3,313.46,0.31,396.54,113.47,1,1,1.0
54,4,0.03,20.88,58.87,44.02000000000001,1,1,0.0
54,6,178.46,40.24,124.93999999999997,58.660000000000004,1,1,1.0
54,2,99.39,0.31,219.92000000000002,63.169999999999995,1,1,1.0
54,3,313.46,0.31,396.54,113.47,1,1,1.0
55,4,0.03,20.43,49.97,42.57,1,1,0.0
55,6,164.92,38.54,121.18000000000004,58.669999999999995,1,1,1.0
55,2,99.39,0.31,219.92000000000002,63.169999999999995,1,1,1.0
55,3,313.46,0.31,396.54,113.47,1,1,1.0
56,4,0.03,19.98,41.07,41.120000000000005,1,1,0.0
56,6,151.38,36.85,117.42000000000002,58.669999999999995,1,1,1.0
56,2,99.39,0.31,219.92000000000002,63.169999999999995,1,1,1.0
56,3,313.46,0.31,396.54,113.47,1,1,1.0
57,4,0.03,21.09,32.37,35.36,1,1,0.0
57,6,137.84,35.16,113.66,58.66,1,1,1.0
57,2,99.39,0.31,219.92000000000002,63.169999999999995,1,1,1.0
57,3,313.46,0.31,396.54,113.47,1,1,1.0
58,4,0.03,22.2,23.669999999999998,29.599999999999998,1,1,0.0
58,6,125.43,34.22,110.07,56.96000000000001,1,1,1.0
58,2,99.39,0.31,219.92000000000002,63.169999999999995,1,1,1.0
58,3,313.46,0.31,396.54,113.47,1,1,1.0
59,4,0.03,22.2,23.669999999999998,29.599999999999998,1,1,0.0
59,6,113.02,33.28,106.48,55.260000000000005,1,1,1.0
59,2,99.39,0.31,219.92000000000002,63.169999999999995,1,1,1.0
59,3,313.46,0.31,396.54,113.47,1,1,1.0
60,6,100.61,32.34,102.89,53.56,1,1,1.0
60,2,99.39,0.31,219.92000000000002,63.169999999999995,1,1,1.0
60,3,313.46,0.31,396.54,113.47,1,1,1.0
